SiteDetails,Time,RecordDate,DayOfWeek,TimeSlot,WiFiCount,Average,DayType,AccessControlCount,Country,Floor,CompositeKey,LocationCode
RND Building,12:45:00,5/8/2025,Thursday,12:45 - 13:00,1,,Weekday,,India,5th Floor,India_LOC-IN-KALWA_2025-05-08_12:45:00_12:45 - 13:00_5th Floor_RND Building_Weekday_Thursday,LOC-IN-KALWA
RND Building,17:15:00,5/8/2025,Thursday,17:15 - 17:30,11,,Weekday,,India,5th Floor,India_LOC-IN-KALWA_2025-05-08_17:15:00_17:15 - 17:30_5th Floor_RND Building_Weekday_Thursday,LOC-IN-KALWA
RND Building,13:45:00,5/8/2025,Thursday,13:45 - 14:00,8,,Weekday,,India,5th Floor,India_LOC-IN-KALWA_2025-05-08_13:45:00_13:45 - 14:00_5th Floor_RND Building_Weekday_Thursday,LOC-IN-KALWA
RND Building,9:45:00,5/8/2025,Thursday,09:45 - 10:00,8,,Weekday,,India,5th Floor,India_LOC-IN-KALWA_2025-05-08_09:45:00_09:45 - 10:00_5th Floor_RND Building_Weekday_Thursday,LOC-IN-KALWA
RND Building,18:45:00,5/8/2025,Thursday,18:45 - 19:00,2,,Weekday,,India,5th Floor,India_LOC-IN-KALWA_2025-05-08_18:45:00_18:45 - 19:00_5th Floor_RND Building_Weekday_Thursday,LOC-IN-KALWA
RND Building,10:00:00,5/8/2025,Thursday,10:00 - 10:15,34,,Weekday,,India,5th Floor,India_LOC-IN-KALWA_2025-05-08_10:00:00_10:00 - 10:15_5th Floor_RND Building_Weekday_Thursday,LOC-IN-KALWA
RND Building,13:15:00,5/8/2025,Thursday,13:15 - 13:30,6,,Weekday,,India,5th Floor,India_LOC-IN-KALWA_2025-05-08_13:15:00_13:15 - 13:30_5th Floor_RND Building_Weekday_Thursday,LOC-IN-KALWA
RND Building,11:45:00,5/8/2025,Thursday,11:45 - 12:00,13,,Weekday,,India,5th Floor,India_LOC-IN-KALWA_2025-05-08_11:45:00_11:45 - 12:00_5th Floor_RND Building_Weekday_Thursday,LOC-IN-KALWA
RND Building,8:30:00,5/8/2025,Thursday,08:30 - 08:45,7,,Weekday,,India,5th Floor,India_LOC-IN-KALWA_2025-05-08_08:30:00_08:30 - 08:45_5th Floor_RND Building_Weekday_Thursday,LOC-IN-KALWA
RND Building,18:30:00,5/8/2025,Thursday,18:30 - 18:45,1,,Weekday,,India,5th Floor,India_LOC-IN-KALWA_2025-05-08_18:30:00_18:30 - 18:45_5th Floor_RND Building_Weekday_Thursday,LOC-IN-KALWA
RND Building,15:30:00,5/8/2025,Thursday,15:30 - 15:45,1,,Weekday,,India,5th Floor,India_LOC-IN-KALWA_2025-05-08_15:30:00_15:30 - 15:45_5th Floor_RND Building_Weekday_Thursday,LOC-IN-KALWA
RND Building,17:00:00,5/8/2025,Thursday,17:00 - 17:15,1,,Weekday,,India,5th Floor,India_LOC-IN-KALWA_2025-05-08_17:00:00_17:00 - 17:15_5th Floor_RND Building_Weekday_Thursday,LOC-IN-KALWA
RND Building,10:15:00,5/8/2025,Thursday,10:15 - 10:30,31,,Weekday,,India,6th Floor,India_LOC-IN-KALWA_2025-05-08_10:15:00_10:15 - 10:30_6th Floor_RND Building_Weekday_Thursday,LOC-IN-KALWA
RND Building,8:15:00,5/8/2025,Thursday,08:15 - 08:30,12,,Weekday,,India,6th Floor,India_LOC-IN-KALWA_2025-05-08_08:15:00_08:15 - 08:30_6th Floor_RND Building_Weekday_Thursday,LOC-IN-KALWA
RND Building,14:00:00,5/8/2025,Thursday,14:00 - 14:15,67,,Weekday,,India,6th Floor,India_LOC-IN-KALWA_2025-05-08_14:00:00_14:00 - 14:15_6th Floor_RND Building_Weekday_Thursday,LOC-IN-KALWA
RND Building,9:15:00,5/8/2025,Thursday,09:15 - 09:30,19,,Weekday,,India,6th Floor,India_LOC-IN-KALWA_2025-05-08_09:15:00_09:15 - 09:30_6th Floor_RND Building_Weekday_Thursday,LOC-IN-KALWA
RND Building,12:30:00,5/8/2025,Thursday,12:30 - 12:45,1,,Weekday,,India,6th Floor,India_LOC-IN-KALWA_2025-05-08_12:30:00_12:30 - 12:45_6th Floor_RND Building_Weekday_Thursday,LOC-IN-KALWA
RND Building,16:45:00,5/8/2025,Thursday,16:45 - 17:00,10,,Weekday,,India,6th Floor,India_LOC-IN-KALWA_2025-05-08_16:45:00_16:45 - 17:00_6th Floor_RND Building_Weekday_Thursday,LOC-IN-KALWA
RND Building,7:45:00,5/8/2025,Thursday,07:45 - 08:00,4,,Weekday,,India,6th Floor,India_LOC-IN-KALWA_2025-05-08_07:45:00_07:45 - 08:00_6th Floor_RND Building_Weekday_Thursday,LOC-IN-KALWA
RND Building,10:45:00,5/8/2025,Thursday,10:45 - 11:00,1,,Weekday,,India,6th Floor,India_LOC-IN-KALWA_2025-05-08_10:45:00_10:45 - 11:00_6th Floor_RND Building_Weekday_Thursday,LOC-IN-KALWA
RND Building,17:45:00,5/8/2025,Thursday,17:45 - 18:00,1,,Weekday,,India,6th Floor,India_LOC-IN-KALWA_2025-05-08_17:45:00_17:45 - 18:00_6th Floor_RND Building_Weekday_Thursday,LOC-IN-KALWA
RND Building,18:15:00,5/8/2025,Thursday,18:15 - 18:30,1,,Weekday,,India,6th Floor,India_LOC-IN-KALWA_2025-05-08_18:15:00_18:15 - 18:30_6th Floor_RND Building_Weekday_Thursday,LOC-IN-KALWA
RND Building,14:30:00,5/8/2025,Thursday,14:30 - 14:45,52,,Weekday,,India,6th Floor,India_LOC-IN-KALWA_2025-05-08_14:30:00_14:30 - 14:45_6th Floor_RND Building_Weekday_Thursday,LOC-IN-KALWA
RND Building,12:15:00,5/8/2025,Thursday,12:15 - 12:30,1,,Weekday,,India,6th Floor,India_LOC-IN-KALWA_2025-05-08_12:15:00_12:15 - 12:30_6th Floor_RND Building_Weekday_Thursday,LOC-IN-KALWA
RND Building,17:30:00,5/8/2025,Thursday,17:30 - 17:45,5,,Weekday,,India,6th Floor,India_LOC-IN-KALWA_2025-05-08_17:30:00_17:30 - 17:45_6th Floor_RND Building_Weekday_Thursday,LOC-IN-KALWA
RND Building,16:15:00,5/8/2025,Thursday,16:15 - 16:30,2,,Weekday,,India,6th Floor,India_LOC-IN-KALWA_2025-05-08_16:15:00_16:15 - 16:30_6th Floor_RND Building_Weekday_Thursday,LOC-IN-KALWA
RND Building,13:45:00,5/8/2025,Thursday,13:45 - 14:00,21,,Weekday,,India,6th Floor,India_LOC-IN-KALWA_2025-05-08_13:45:00_13:45 - 14:00_6th Floor_RND Building_Weekday_Thursday,LOC-IN-KALWA
RND Building,18:45:00,5/8/2025,Thursday,18:45 - 19:00,6,,Weekday,,India,6th Floor,India_LOC-IN-KALWA_2025-05-08_18:45:00_18:45 - 19:00_6th Floor_RND Building_Weekday_Thursday,LOC-IN-KALWA
RND Building,8:30:00,5/8/2025,Thursday,08:30 - 08:45,1,,Weekday,,India,6th Floor,India_LOC-IN-KALWA_2025-05-08_08:30:00_08:30 - 08:45_6th Floor_RND Building_Weekday_Thursday,LOC-IN-KALWA
RND Building,12:45:00,5/8/2025,Thursday,12:45 - 13:00,3,,Weekday,,India,6th Floor,India_LOC-IN-KALWA_2025-05-08_12:45:00_12:45 - 13:00_6th Floor_RND Building_Weekday_Thursday,LOC-IN-KALWA
RND Building,13:15:00,5/8/2025,Thursday,13:15 - 13:30,20,,Weekday,,India,6th Floor,India_LOC-IN-KALWA_2025-05-08_13:15:00_13:15 - 13:30_6th Floor_RND Building_Weekday_Thursday,LOC-IN-KALWA
RND Building,7:30:00,5/8/2025,Thursday,07:30 - 07:45,1,,Weekday,,India,6th Floor,India_LOC-IN-KALWA_2025-05-08_07:30:00_07:30 - 07:45_6th Floor_RND Building_Weekday_Thursday,LOC-IN-KALWA
RND Building,9:30:00,5/8/2025,Thursday,09:30 - 09:45,39,,Weekday,,India,6th Floor,India_LOC-IN-KALWA_2025-05-08_09:30:00_09:30 - 09:45_6th Floor_RND Building_Weekday_Thursday,LOC-IN-KALWA
RND Building,14:45:00,5/8/2025,Thursday,14:45 - 15:00,1,,Weekday,,India,6th Floor,India_LOC-IN-KALWA_2025-05-08_14:45:00_14:45 - 15:00_6th Floor_RND Building_Weekday_Thursday,LOC-IN-KALWA
RND Building,18:30:00,5/8/2025,Thursday,18:30 - 18:45,3,,Weekday,,India,6th Floor,India_LOC-IN-KALWA_2025-05-08_18:30:00_18:30 - 18:45_6th Floor_RND Building_Weekday_Thursday,LOC-IN-KALWA
RND Building,9:45:00,5/8/2025,Thursday,09:45 - 10:00,18,,Weekday,,India,6th Floor,India_LOC-IN-KALWA_2025-05-08_09:45:00_09:45 - 10:00_6th Floor_RND Building_Weekday_Thursday,LOC-IN-KALWA
RND Building,11:00:00,5/8/2025,Thursday,11:00 - 11:15,1,,Weekday,,India,6th Floor,India_LOC-IN-KALWA_2025-05-08_11:00:00_11:00 - 11:15_6th Floor_RND Building_Weekday_Thursday,LOC-IN-KALWA
RND Building,15:45:00,5/8/2025,Thursday,15:45 - 16:00,1,,Weekday,,India,6th Floor,India_LOC-IN-KALWA_2025-05-08_15:45:00_15:45 - 16:00_6th Floor_RND Building_Weekday_Thursday,LOC-IN-KALWA
RND Building,14:15:00,5/8/2025,Thursday,14:15 - 14:30,36,,Weekday,,India,6th Floor,India_LOC-IN-KALWA_2025-05-08_14:15:00_14:15 - 14:30_6th Floor_RND Building_Weekday_Thursday,LOC-IN-KALWA
RND Building,18:00:00,5/8/2025,Thursday,18:00 - 18:15,7,,Weekday,,India,6th Floor,India_LOC-IN-KALWA_2025-05-08_18:00:00_18:00 - 18:15_6th Floor_RND Building_Weekday_Thursday,LOC-IN-KALWA
RND Building,16:00:00,5/8/2025,Thursday,16:00 - 16:15,2,,Weekday,,India,6th Floor,India_LOC-IN-KALWA_2025-05-08_16:00:00_16:00 - 16:15_6th Floor_RND Building_Weekday_Thursday,LOC-IN-KALWA
RND Building,13:00:00,5/8/2025,Thursday,13:00 - 13:15,2,,Weekday,,India,6th Floor,India_LOC-IN-KALWA_2025-05-08_13:00:00_13:00 - 13:15_6th Floor_RND Building_Weekday_Thursday,LOC-IN-KALWA
RND Building,10:00:00,5/8/2025,Thursday,10:00 - 10:15,52,,Weekday,,India,6th Floor,India_LOC-IN-KALWA_2025-05-08_10:00:00_10:00 - 10:15_6th Floor_RND Building_Weekday_Thursday,LOC-IN-KALWA
RND Building,11:45:00,5/8/2025,Thursday,11:45 - 12:00,33,,Weekday,,India,6th Floor,India_LOC-IN-KALWA_2025-05-08_11:45:00_11:45 - 12:00_6th Floor_RND Building_Weekday_Thursday,LOC-IN-KALWA
RND Building,11:15:00,5/8/2025,Thursday,11:15 - 11:30,1,,Weekday,,India,6th Floor,India_LOC-IN-KALWA_2025-05-08_11:15:00_11:15 - 11:30_6th Floor_RND Building_Weekday_Thursday,LOC-IN-KALWA
RND Building,12:00:00,5/8/2025,Thursday,12:00 - 12:15,49,,Weekday,,India,6th Floor,India_LOC-IN-KALWA_2025-05-08_12:00:00_12:00 - 12:15_6th Floor_RND Building_Weekday_Thursday,LOC-IN-KALWA
RND Building,13:30:00,5/8/2025,Thursday,13:30 - 13:45,1,,Weekday,,India,6th Floor,India_LOC-IN-KALWA_2025-05-08_13:30:00_13:30 - 13:45_6th Floor_RND Building_Weekday_Thursday,LOC-IN-KALWA
RND Building,15:15:00,5/8/2025,Thursday,15:15 - 15:30,20,,Weekday,,India,6th Floor,India_LOC-IN-KALWA_2025-05-08_15:15:00_15:15 - 15:30_6th Floor_RND Building_Weekday_Thursday,LOC-IN-KALWA
RND Building,19:00:00,5/8/2025,Thursday,19:00 - 19:15,1,,Weekday,,India,6th Floor,India_LOC-IN-KALWA_2025-05-08_19:00:00_19:00 - 19:15_6th Floor_RND Building_Weekday_Thursday,LOC-IN-KALWA
RND Building,8:00:00,5/8/2025,Thursday,08:00 - 08:15,7,,Weekday,,India,6th Floor,India_LOC-IN-KALWA_2025-05-08_08:00:00_08:00 - 08:15_6th Floor_RND Building_Weekday_Thursday,LOC-IN-KALWA
RND Building,10:30:00,5/8/2025,Thursday,10:30 - 10:45,1,,Weekday,,India,6th Floor,India_LOC-IN-KALWA_2025-05-08_10:30:00_10:30 - 10:45_6th Floor_RND Building_Weekday_Thursday,LOC-IN-KALWA
RND Building,9:00:00,5/8/2025,Thursday,09:00 - 09:15,22,,Weekday,,India,6th Floor,India_LOC-IN-KALWA_2025-05-08_09:00:00_09:00 - 09:15_6th Floor_RND Building_Weekday_Thursday,LOC-IN-KALWA
RND Building,8:45:00,5/8/2025,Thursday,08:45 - 09:00,18,,Weekday,,India,6th Floor,India_LOC-IN-KALWA_2025-05-08_08:45:00_08:45 - 09:00_6th Floor_RND Building_Weekday_Thursday,LOC-IN-KALWA
RND Building,11:30:00,5/8/2025,Thursday,11:30 - 11:45,2,,Weekday,,India,6th Floor,India_LOC-IN-KALWA_2025-05-08_11:30:00_11:30 - 11:45_6th Floor_RND Building_Weekday_Thursday,LOC-IN-KALWA
RND Building,17:00:00,5/8/2025,Thursday,17:00 - 17:15,5,,Weekday,,India,6th Floor,India_LOC-IN-KALWA_2025-05-08_17:00:00_17:00 - 17:15_6th Floor_RND Building_Weekday_Thursday,LOC-IN-KALWA
RND Building,17:15:00,5/8/2025,Thursday,17:15 - 17:30,1,,Weekday,,India,6th Floor,India_LOC-IN-KALWA_2025-05-08_17:15:00_17:15 - 17:30_6th Floor_RND Building_Weekday_Thursday,LOC-IN-KALWA
RND Building,16:30:00,5/8/2025,Thursday,16:30 - 16:45,12,,Weekday,,India,6th Floor,India_LOC-IN-KALWA_2025-05-08_16:30:00_16:30 - 16:45_6th Floor_RND Building_Weekday_Thursday,LOC-IN-KALWA
RND Building,15:30:00,5/8/2025,Thursday,15:30 - 15:45,1,,Weekday,,India,6th Floor,India_LOC-IN-KALWA_2025-05-08_15:30:00_15:30 - 15:45_6th Floor_RND Building_Weekday_Thursday,LOC-IN-KALWA
RND Building,15:00:00,5/8/2025,Thursday,15:00 - 15:15,53,,Weekday,,India,6th Floor,India_LOC-IN-KALWA_2025-05-08_15:00:00_15:00 - 15:15_6th Floor_RND Building_Weekday_Thursday,LOC-IN-KALWA
RND Building,12:00:00,5/8/2025,Thursday,12:00 - 12:15,27,,Weekday,,India,7th Floor,India_LOC-IN-KALWA_2025-05-08_12:00:00_12:00 - 12:15_7th Floor_RND Building_Weekday_Thursday,LOC-IN-KALWA
RND Building,11:30:00,5/8/2025,Thursday,11:30 - 11:45,1,,Weekday,,India,7th Floor,India_LOC-IN-KALWA_2025-05-08_11:30:00_11:30 - 11:45_7th Floor_RND Building_Weekday_Thursday,LOC-IN-KALWA
RND Building,15:45:00,5/8/2025,Thursday,15:45 - 16:00,19,,Weekday,,India,7th Floor,India_LOC-IN-KALWA_2025-05-08_15:45:00_15:45 - 16:00_7th Floor_RND Building_Weekday_Thursday,LOC-IN-KALWA
RND Building,6:30:00,5/8/2025,Thursday,06:30 - 06:45,2,,Weekday,,India,7th Floor,India_LOC-IN-KALWA_2025-05-08_06:30:00_06:30 - 06:45_7th Floor_RND Building_Weekday_Thursday,LOC-IN-KALWA
RND Building,17:45:00,5/8/2025,Thursday,17:45 - 18:00,3,,Weekday,,India,7th Floor,India_LOC-IN-KALWA_2025-05-08_17:45:00_17:45 - 18:00_7th Floor_RND Building_Weekday_Thursday,LOC-IN-KALWA
RND Building,11:45:00,5/8/2025,Thursday,11:45 - 12:00,1,,Weekday,,India,7th Floor,India_LOC-IN-KALWA_2025-05-08_11:45:00_11:45 - 12:00_7th Floor_RND Building_Weekday_Thursday,LOC-IN-KALWA
RND Building,18:45:00,5/8/2025,Thursday,18:45 - 19:00,4,,Weekday,,India,7th Floor,India_LOC-IN-KALWA_2025-05-08_18:45:00_18:45 - 19:00_7th Floor_RND Building_Weekday_Thursday,LOC-IN-KALWA
RND Building,14:30:00,5/8/2025,Thursday,14:30 - 14:45,31,,Weekday,,India,7th Floor,India_LOC-IN-KALWA_2025-05-08_14:30:00_14:30 - 14:45_7th Floor_RND Building_Weekday_Thursday,LOC-IN-KALWA
RND Building,8:15:00,5/8/2025,Thursday,08:15 - 08:30,13,,Weekday,,India,7th Floor,India_LOC-IN-KALWA_2025-05-08_08:15:00_08:15 - 08:30_7th Floor_RND Building_Weekday_Thursday,LOC-IN-KALWA
RND Building,7:15:00,5/8/2025,Thursday,07:15 - 07:30,3,,Weekday,,India,7th Floor,India_LOC-IN-KALWA_2025-05-08_07:15:00_07:15 - 07:30_7th Floor_RND Building_Weekday_Thursday,LOC-IN-KALWA
RND Building,14:45:00,5/8/2025,Thursday,14:45 - 15:00,27,,Weekday,,India,7th Floor,India_LOC-IN-KALWA_2025-05-08_14:45:00_14:45 - 15:00_7th Floor_RND Building_Weekday_Thursday,LOC-IN-KALWA
RND Building,13:15:00,5/8/2025,Thursday,13:15 - 13:30,13,,Weekday,,India,7th Floor,India_LOC-IN-KALWA_2025-05-08_13:15:00_13:15 - 13:30_7th Floor_RND Building_Weekday_Thursday,LOC-IN-KALWA
RND Building,19:15:00,5/8/2025,Thursday,19:15 - 19:30,2,,Weekday,,India,7th Floor,India_LOC-IN-KALWA_2025-05-08_19:15:00_19:15 - 19:30_7th Floor_RND Building_Weekday_Thursday,LOC-IN-KALWA
RND Building,1:30:00,5/8/2025,Thursday,01:30 - 01:45,2,,Weekday,,India,7th Floor,India_LOC-IN-KALWA_2025-05-08_01:30:00_01:30 - 01:45_7th Floor_RND Building_Weekday_Thursday,LOC-IN-KALWA
RND Building,16:30:00,5/8/2025,Thursday,16:30 - 16:45,9,,Weekday,,India,7th Floor,India_LOC-IN-KALWA_2025-05-08_16:30:00_16:30 - 16:45_7th Floor_RND Building_Weekday_Thursday,LOC-IN-KALWA
RND Building,19:30:00,5/8/2025,Thursday,19:30 - 19:45,1,,Weekday,,India,7th Floor,India_LOC-IN-KALWA_2025-05-08_19:30:00_19:30 - 19:45_7th Floor_RND Building_Weekday_Thursday,LOC-IN-KALWA
RND Building,2:30:00,5/8/2025,Thursday,02:30 - 02:45,2,,Weekday,,India,7th Floor,India_LOC-IN-KALWA_2025-05-08_02:30:00_02:30 - 02:45_7th Floor_RND Building_Weekday_Thursday,LOC-IN-KALWA
RND Building,12:30:00,5/8/2025,Thursday,12:30 - 12:45,1,,Weekday,,India,7th Floor,India_LOC-IN-KALWA_2025-05-08_12:30:00_12:30 - 12:45_7th Floor_RND Building_Weekday_Thursday,LOC-IN-KALWA
RND Building,0:45:00,5/8/2025,Thursday,00:45 - 01:00,2,,Weekday,,India,7th Floor,India_LOC-IN-KALWA_2025-05-08_00:45:00_00:45 - 01:00_7th Floor_RND Building_Weekday_Thursday,LOC-IN-KALWA
RND Building,21:00:00,5/8/2025,Thursday,21:00 - 21:15,1,,Weekday,,India,7th Floor,India_LOC-IN-KALWA_2025-05-08_21:00:00_21:00 - 21:15_7th Floor_RND Building_Weekday_Thursday,LOC-IN-KALWA
RND Building,11:00:00,5/8/2025,Thursday,11:00 - 11:15,42,,Weekday,,India,7th Floor,India_LOC-IN-KALWA_2025-05-08_11:00:00_11:00 - 11:15_7th Floor_RND Building_Weekday_Thursday,LOC-IN-KALWA
RND Building,13:45:00,5/8/2025,Thursday,13:45 - 14:00,16,,Weekday,,India,7th Floor,India_LOC-IN-KALWA_2025-05-08_13:45:00_13:45 - 14:00_7th Floor_RND Building_Weekday_Thursday,LOC-IN-KALWA
RND Building,19:00:00,5/8/2025,Thursday,19:00 - 19:15,3,,Weekday,,India,7th Floor,India_LOC-IN-KALWA_2025-05-08_19:00:00_19:00 - 19:15_7th Floor_RND Building_Weekday_Thursday,LOC-IN-KALWA
RND Building,15:15:00,5/8/2025,Thursday,15:15 - 15:30,11,,Weekday,,India,7th Floor,India_LOC-IN-KALWA_2025-05-08_15:15:00_15:15 - 15:30_7th Floor_RND Building_Weekday_Thursday,LOC-IN-KALWA
RND Building,1:45:00,5/8/2025,Thursday,01:45 - 02:00,2,,Weekday,,India,7th Floor,India_LOC-IN-KALWA_2025-05-08_01:45:00_01:45 - 02:00_7th Floor_RND Building_Weekday_Thursday,LOC-IN-KALWA
RND Building,2:15:00,5/8/2025,Thursday,02:15 - 02:30,2,,Weekday,,India,7th Floor,India_LOC-IN-KALWA_2025-05-08_02:15:00_02:15 - 02:30_7th Floor_RND Building_Weekday_Thursday,LOC-IN-KALWA
RND Building,18:15:00,5/8/2025,Thursday,18:15 - 18:30,6,,Weekday,,India,7th Floor,India_LOC-IN-KALWA_2025-05-08_18:15:00_18:15 - 18:30_7th Floor_RND Building_Weekday_Thursday,LOC-IN-KALWA
RND Building,16:45:00,5/8/2025,Thursday,16:45 - 17:00,2,,Weekday,,India,7th Floor,India_LOC-IN-KALWA_2025-05-08_16:45:00_16:45 - 17:00_7th Floor_RND Building_Weekday_Thursday,LOC-IN-KALWA
RND Building,5:30:00,5/8/2025,Thursday,05:30 - 05:45,2,,Weekday,,India,7th Floor,India_LOC-IN-KALWA_2025-05-08_05:30:00_05:30 - 05:45_7th Floor_RND Building_Weekday_Thursday,LOC-IN-KALWA
RND Building,16:00:00,5/8/2025,Thursday,16:00 - 16:15,5,,Weekday,,India,7th Floor,India_LOC-IN-KALWA_2025-05-08_16:00:00_16:00 - 16:15_7th Floor_RND Building_Weekday_Thursday,LOC-IN-KALWA
RND Building,3:15:00,5/8/2025,Thursday,03:15 - 03:30,2,,Weekday,,India,7th Floor,India_LOC-IN-KALWA_2025-05-08_03:15:00_03:15 - 03:30_7th Floor_RND Building_Weekday_Thursday,LOC-IN-KALWA
RND Building,20:45:00,5/8/2025,Thursday,20:45 - 21:00,1,,Weekday,,India,7th Floor,India_LOC-IN-KALWA_2025-05-08_20:45:00_20:45 - 21:00_7th Floor_RND Building_Weekday_Thursday,LOC-IN-KALWA
RND Building,7:00:00,5/8/2025,Thursday,07:00 - 07:15,2,,Weekday,,India,7th Floor,India_LOC-IN-KALWA_2025-05-08_07:00:00_07:00 - 07:15_7th Floor_RND Building_Weekday_Thursday,LOC-IN-KALWA
RND Building,8:45:00,5/8/2025,Thursday,08:45 - 09:00,15,,Weekday,,India,7th Floor,India_LOC-IN-KALWA_2025-05-08_08:45:00_08:45 - 09:00_7th Floor_RND Building_Weekday_Thursday,LOC-IN-KALWA
RND Building,12:45:00,5/8/2025,Thursday,12:45 - 13:00,1,,Weekday,,India,7th Floor,India_LOC-IN-KALWA_2025-05-08_12:45:00_12:45 - 13:00_7th Floor_RND Building_Weekday_Thursday,LOC-IN-KALWA
RND Building,8:30:00,5/8/2025,Thursday,08:30 - 08:45,7,,Weekday,,India,7th Floor,India_LOC-IN-KALWA_2025-05-08_08:30:00_08:30 - 08:45_7th Floor_RND Building_Weekday_Thursday,LOC-IN-KALWA
RND Building,18:00:00,5/8/2025,Thursday,18:00 - 18:15,2,,Weekday,,India,7th Floor,India_LOC-IN-KALWA_2025-05-08_18:00:00_18:00 - 18:15_7th Floor_RND Building_Weekday_Thursday,LOC-IN-KALWA
RND Building,9:00:00,5/8/2025,Thursday,09:00 - 09:15,15,,Weekday,,India,7th Floor,India_LOC-IN-KALWA_2025-05-08_09:00:00_09:00 - 09:15_7th Floor_RND Building_Weekday_Thursday,LOC-IN-KALWA
RND Building,10:30:00,5/8/2025,Thursday,10:30 - 10:45,1,,Weekday,,India,7th Floor,India_LOC-IN-KALWA_2025-05-08_10:30:00_10:30 - 10:45_7th Floor_RND Building_Weekday_Thursday,LOC-IN-KALWA
RND Building,14:15:00,5/8/2025,Thursday,14:15 - 14:30,28,,Weekday,,India,7th Floor,India_LOC-IN-KALWA_2025-05-08_14:15:00_14:15 - 14:30_7th Floor_RND Building_Weekday_Thursday,LOC-IN-KALWA
RND Building,15:30:00,5/8/2025,Thursday,15:30 - 15:45,45,,Weekday,,India,7th Floor,India_LOC-IN-KALWA_2025-05-08_15:30:00_15:30 - 15:45_7th Floor_RND Building_Weekday_Thursday,LOC-IN-KALWA
RND Building,18:30:00,5/8/2025,Thursday,18:30 - 18:45,1,,Weekday,,India,7th Floor,India_LOC-IN-KALWA_2025-05-08_18:30:00_18:30 - 18:45_7th Floor_RND Building_Weekday_Thursday,LOC-IN-KALWA
RND Building,9:15:00,5/8/2025,Thursday,09:15 - 09:30,15,,Weekday,,India,7th Floor,India_LOC-IN-KALWA_2025-05-08_09:15:00_09:15 - 09:30_7th Floor_RND Building_Weekday_Thursday,LOC-IN-KALWA
RND Building,3:00:00,5/8/2025,Thursday,03:00 - 03:15,2,,Weekday,,India,7th Floor,India_LOC-IN-KALWA_2025-05-08_03:00:00_03:00 - 03:15_7th Floor_RND Building_Weekday_Thursday,LOC-IN-KALWA
RND Building,20:15:00,5/8/2025,Thursday,20:15 - 20:30,1,,Weekday,,India,7th Floor,India_LOC-IN-KALWA_2025-05-08_20:15:00_20:15 - 20:30_7th Floor_RND Building_Weekday_Thursday,LOC-IN-KALWA
RND Building,6:00:00,5/8/2025,Thursday,06:00 - 06:15,2,,Weekday,,India,7th Floor,India_LOC-IN-KALWA_2025-05-08_06:00:00_06:00 - 06:15_7th Floor_RND Building_Weekday_Thursday,LOC-IN-KALWA
RND Building,3:30:00,5/8/2025,Thursday,03:30 - 03:45,2,,Weekday,,India,7th Floor,India_LOC-IN-KALWA_2025-05-08_03:30:00_03:30 - 03:45_7th Floor_RND Building_Weekday_Thursday,LOC-IN-KALWA
RND Building,17:00:00,5/8/2025,Thursday,17:00 - 17:15,5,,Weekday,,India,7th Floor,India_LOC-IN-KALWA_2025-05-08_17:00:00_17:00 - 17:15_7th Floor_RND Building_Weekday_Thursday,LOC-IN-KALWA
RND Building,5:15:00,5/8/2025,Thursday,05:15 - 05:30,2,,Weekday,,India,7th Floor,India_LOC-IN-KALWA_2025-05-08_05:15:00_05:15 - 05:30_7th Floor_RND Building_Weekday_Thursday,LOC-IN-KALWA
RND Building,7:45:00,5/8/2025,Thursday,07:45 - 08:00,5,,Weekday,,India,7th Floor,India_LOC-IN-KALWA_2025-05-08_07:45:00_07:45 - 08:00_7th Floor_RND Building_Weekday_Thursday,LOC-IN-KALWA
RND Building,10:00:00,5/8/2025,Thursday,10:00 - 10:15,36,,Weekday,,India,7th Floor,India_LOC-IN-KALWA_2025-05-08_10:00:00_10:00 - 10:15_7th Floor_RND Building_Weekday_Thursday,LOC-IN-KALWA
RND Building,11:15:00,5/8/2025,Thursday,11:15 - 11:30,16,,Weekday,,India,7th Floor,India_LOC-IN-KALWA_2025-05-08_11:15:00_11:15 - 11:30_7th Floor_RND Building_Weekday_Thursday,LOC-IN-KALWA
RND Building,6:45:00,5/8/2025,Thursday,06:45 - 07:00,2,,Weekday,,India,7th Floor,India_LOC-IN-KALWA_2025-05-08_06:45:00_06:45 - 07:00_7th Floor_RND Building_Weekday_Thursday,LOC-IN-KALWA
RND Building,9:30:00,5/8/2025,Thursday,09:30 - 09:45,23,,Weekday,,India,7th Floor,India_LOC-IN-KALWA_2025-05-08_09:30:00_09:30 - 09:45_7th Floor_RND Building_Weekday_Thursday,LOC-IN-KALWA
RND Building,14:00:00,5/8/2025,Thursday,14:00 - 14:15,42,,Weekday,,India,7th Floor,India_LOC-IN-KALWA_2025-05-08_14:00:00_14:00 - 14:15_7th Floor_RND Building_Weekday_Thursday,LOC-IN-KALWA
RND Building,13:30:00,5/8/2025,Thursday,13:30 - 13:45,1,,Weekday,,India,7th Floor,India_LOC-IN-KALWA_2025-05-08_13:30:00_13:30 - 13:45_7th Floor_RND Building_Weekday_Thursday,LOC-IN-KALWA
RND Building,20:00:00,5/8/2025,Thursday,20:00 - 20:15,2,,Weekday,,India,7th Floor,India_LOC-IN-KALWA_2025-05-08_20:00:00_20:00 - 20:15_7th Floor_RND Building_Weekday_Thursday,LOC-IN-KALWA
